Assuming 9 as type relation
Loading files... 
  Starting db_tri.txt
  Finished db_tri.txt, still running: 0
Loaded 191430 facts in 1.36 s using -317 MB
Using HeadCoverage as pruning metric with minimum threshold 0.001
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.01
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 1 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/developer  ?h  ?a  http://dbpedia.org/ontology/publisher  ?n   => ?a  equalTo  ?b	0.009866667	0.049548042	0.049548042	148	2987	2987	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/birthPlace  ?h  ?b  http://dbpedia.org/ontology/nationality  ?h   => ?a  equalTo  ?b	0.0018	0.023560209	0.023560209	27	1146	1146	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/hometown  ?n  ?b  http://dbpedia.org/ontology/nationality  ?h   => ?a  equalTo  ?b	0.0072	0.06954282	0.06954282	108	1553	1553	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/birthPlace  ?n  ?b  http://dbpedia.org/ontology/nationality  ?h   => ?a  equalTo  ?b	0.003266667	0.021369385	0.021369385	49	2293	2293	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/deathPlace  ?n  ?b  http://dbpedia.org/ontology/nationality  ?h   => ?a  equalTo  ?b	0.001466667	0.052884615	0.052884615	22	416	416	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/location  ?n  ?b  http://dbpedia.org/ontology/raceTrack  ?h   => ?a  equalTo  ?b	0.014466667	0.041207748	0.041207748	217	5266	5266	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?b  http://dbpedia.org/ontology/bandMember  ?h   => ?a  equalTo  ?b	0.001	0.026642984	0.026642984	15	563	563	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/associatedBand  ?n  ?b  http://dbpedia.org/ontology/bandMember  ?h   => ?a  equalTo  ?b	0.001	0.026642984	0.026642984	15	563	563	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/bandMember  ?h  ?a  http://dbpedia.org/ontology/formerBandMember  ?n   => ?a  equalTo  ?b	0.002666667	0.396039604	0.396039604	40	101	101	-1
?m  equalTo  ?h  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?b  http://dbpedia.org/ontology/bandMember  ?h   => ?a  equalTo  ?b	0.012733333	0.234932349	0.236679058	191	813	807	-1
?m  equalTo  ?h  ?m  http://dbpedia.org/ontology/associatedBand  ?a  ?b  http://dbpedia.org/ontology/bandMember  ?h   => ?a  equalTo  ?b	0.012733333	0.234932349	0.236679058	191	813	807	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/birthPlace  ?h  ?b  http://dbpedia.org/ontology/deathPlace  ?h   => ?a  equalTo  ?b	0.004933333	0.070275404	0.070275404	74	1053	1053	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/birthPlace  ?n  ?b  http://dbpedia.org/ontology/deathPlace  ?h   => ?a  equalTo  ?b	0.0044	0.059299191	0.059299191	66	1113	1113	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/influenced  ?n  ?b  http://dbpedia.org/ontology/influencedBy  ?h   => ?a  equalTo  ?b	0.002066667	0.098412698	0.098412698	31	315	315	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?b  http://dbpedia.org/ontology/influencedBy  ?h   => ?a  equalTo  ?b	0.0014	0.010174419	0.010174419	21	2064	2064	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/associatedBand  ?n  ?b  http://dbpedia.org/ontology/influencedBy  ?h   => ?a  equalTo  ?b	0.0014	0.010174419	0.010174419	21	2064	2064	-1
?m  equalTo  ?h  ?m  http://dbpedia.org/ontology/influenced  ?a  ?b  http://dbpedia.org/ontology/influencedBy  ?h   => ?a  equalTo  ?b	0.0022	0.091160221	0.091160221	33	362	362	-1
?m  equalTo  ?h  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?b  http://dbpedia.org/ontology/formerBandMember  ?h   => ?a  equalTo  ?b	0.007266667	0.232905983	0.235421166	109	468	463	-1
?m  equalTo  ?h  ?m  http://dbpedia.org/ontology/associatedBand  ?a  ?b  http://dbpedia.org/ontology/formerBandMember  ?h   => ?a  equalTo  ?b	0.007266667	0.232905983	0.235421166	109	468	463	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/biggestCity  ?n  ?b  http://dbpedia.org/ontology/country  ?h   => ?a  equalTo  ?b	0.0012	0.43902439	0.43902439	18	41	41	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/capital  ?n  ?b  http://dbpedia.org/ontology/country  ?h   => ?a  equalTo  ?b	0.001133333	0.425	0.425	17	40	40	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/country  ?h  ?a  http://dbpedia.org/ontology/location  ?n   => ?a  equalTo  ?b	0.001066667	0.064516129	0.064516129	16	248	248	-1
?m  equalTo  ?h  ?m  http://dbpedia.org/ontology/capital  ?a  ?b  http://dbpedia.org/ontology/country  ?h   => ?a  equalTo  ?b	0.0012	0.43902439	0.43902439	18	41	41	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/director  ?h  ?h  http://dbpedia.org/ontology/movie  ?n   => ?a  equalTo  ?b	0.001066667	0.266666667	0.266666667	16	60	60	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/director  ?h  ?n  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.004933333	0.126712329	0.126712329	74	584	584	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/director  ?h  ?n  http://dbpedia.org/ontology/starring  ?h   => ?a  equalTo  ?b	0.0024	0.110769231	0.110769231	36	325	325	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.004866667	0.125645439	0.125645439	73	581	581	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/starring  ?n   => ?a  equalTo  ?b	0.002266667	0.107936508	0.107936508	34	315	315	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.002266667	0.119298246	0.119298246	34	285	285	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/starring  ?h  ?n  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.002933333	0.06312769	0.06312769	44	697	697	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/director  ?h  ?b  http://dbpedia.org/ontology/starring  ?h   => ?a  equalTo  ?b	0.0024	0.110769231	0.110769231	36	325	325	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/director  ?n  ?b  http://dbpedia.org/ontology/starring  ?h   => ?a  equalTo  ?b	0.002466667	0.112804878	0.112804878	37	328	328	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/starring  ?h  ?a  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.002866667	0.063988095	0.063988095	43	672	672	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/producer  ?n  ?b  http://dbpedia.org/ontology/starring  ?h   => ?a  equalTo  ?b	0.001	0.024916944	0.024916944	15	602	602	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/award  ?n  ?b  http://dbpedia.org/ontology/decoration  ?h   => ?a  equalTo  ?b	0.0044	0.019411765	0.019411765	66	3400	3400	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/adjacentSettlement  ?h  ?n  http://dbpedia.org/ontology/district  ?h   => ?a  equalTo  ?b	0.001	0.25862069	0.25862069	15	58	58	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/adjacentSettlement  ?h  ?a  http://dbpedia.org/ontology/neighboringMunicipality  ?n   => ?a  equalTo  ?b	0.003266667	0.142028986	0.142028986	49	345	345	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/adjacentSettlement  ?h  ?m  http://dbpedia.org/ontology/neighboringMunicipality  ?a   => ?a  equalTo  ?b	0.003266667	0.142028986	0.142028986	49	345	345	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/sourceCountry  ?h  ?b  http://dbpedia.org/ontology/state  ?h   => ?a  equalTo  ?b	0.001733333	0.265306122	0.265306122	26	98	98	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/sourceState  ?h  ?b  http://dbpedia.org/ontology/state  ?h   => ?a  equalTo  ?b	0.001733333	0.265306122	0.265306122	26	98	98	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/country  ?n  ?b  http://dbpedia.org/ontology/state  ?h   => ?a  equalTo  ?b	0.001533333	0.156462585	0.156462585	23	147	147	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/isPartOf  ?n  ?b  http://dbpedia.org/ontology/state  ?h   => ?a  equalTo  ?b	0.001466667	0.47826087	0.47826087	22	46	46	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/state  ?h  ?a  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?n   => ?a  equalTo  ?b	0.001	0.129310345	0.129310345	15	116	116	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/sourceCountry  ?n  ?b  http://dbpedia.org/ontology/state  ?h   => ?a  equalTo  ?b	0.0012	0.264705882	0.264705882	18	68	68	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/mouthCountry  ?n  ?b  http://dbpedia.org/ontology/state  ?h   => ?a  equalTo  ?b	0.001	0.357142857	0.357142857	15	42	42	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/firstPublisher  ?h  ?a  http://dbpedia.org/ontology/publisher  ?n   => ?a  equalTo  ?b	0.003	0.036615134	0.036615134	45	1229	1229	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/biggestCity  ?h  ?h  http://dbpedia.org/ontology/country  ?n   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/biggestCity  ?h  ?n  http://dbpedia.org/ontology/capital  ?h   => ?a  equalTo  ?b	0.0022	0.891891892	0.891891892	33	37	37	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/biggestCity  ?h  ?a  http://dbpedia.org/ontology/capital  ?n   => ?a  equalTo  ?b	0.0022	0.891891892	0.891891892	33	37	37	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/biggestCity  ?h  ?a  http://dbpedia.org/ontology/largestCity  ?n   => ?a  equalTo  ?b	0.001066667	0.941176471	0.941176471	16	17	17	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/biggestCity  ?h  ?m  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?a   => ?a  equalTo  ?b	0.001933333	0.591836735	0.591836735	29	49	49	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/biggestCity  ?h  ?m  http://dbpedia.org/ontology/country  ?a   => ?a  equalTo  ?b	0.001733333	0.962962963	0.962962963	26	27	27	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/biggestCity  ?h  ?m  http://dbpedia.org/ontology/isPartOf  ?a   => ?a  equalTo  ?b	0.001066667	1	1	16	16	16	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/capital  ?h  ?h  http://dbpedia.org/ontology/country  ?n   => ?a  equalTo  ?b	0.001133333	0.944444444	0.944444444	17	18	18	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/biggestCity  ?h  ?b  http://dbpedia.org/ontology/capital  ?h   => ?a  equalTo  ?b	0.0022	0.891891892	0.891891892	33	37	37	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/capital  ?h  ?m  http://dbpedia.org/ontology/country  ?a   => ?a  equalTo  ?b	0.001733333	0.928571429	0.928571429	26	28	28	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/capital  ?h  ?m  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?a   => ?a  equalTo  ?b	0.001666667	0.595238095	0.595238095	25	42	42	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/battle  ?n  ?b  http://dbpedia.org/ontology/conflict  ?h   => ?a  equalTo  ?b	0.0026	0.050128535	0.050128535	39	778	778	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/currentTeamManager  ?h  ?a  http://dbpedia.org/ontology/formerTeam  ?n   => ?a  equalTo  ?b	0.0012	0.010221465	0.010221465	18	1761	1761	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/influenced  ?h  ?h  http://dbpedia.org/ontology/influencedBy  ?n   => ?a  equalTo  ?b	0.002066667	0.113553114	0.113553114	31	273	273	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/influenced  ?h  ?m  http://dbpedia.org/ontology/influencedBy  ?a   => ?a  equalTo  ?b	0.001933333	0.100694444	0.100694444	29	288	288	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/legalForm  ?h  ?a  http://dbpedia.org/ontology/type  ?n   => ?a  equalTo  ?b	0.0014	0.022727273	0.022727273	21	924	924	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/sourceCountry  ?h  ?b  http://dbpedia.org/ontology/sourceState  ?h   => ?a  equalTo  ?b	0.001733333	0.265306122	0.265306122	26	98	98	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/sourceState  ?h  ?n  http://dbpedia.org/ontology/state  ?h   => ?a  equalTo  ?b	0.001733333	0.265306122	0.265306122	26	98	98	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/country  ?n  ?b  http://dbpedia.org/ontology/sourceState  ?h   => ?a  equalTo  ?b	0.001533333	0.156462585	0.156462585	23	147	147	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/sourceCountry  ?n  ?b  http://dbpedia.org/ontology/sourceState  ?h   => ?a  equalTo  ?b	0.0012	0.264705882	0.264705882	18	68	68	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/mouthCountry  ?n  ?b  http://dbpedia.org/ontology/sourceState  ?h   => ?a  equalTo  ?b	0.001	0.357142857	0.357142857	15	42	42	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/sourceCountry  ?h  ?n  http://dbpedia.org/ontology/sourceState  ?h   => ?a  equalTo  ?b	0.001733333	0.265306122	0.265306122	26	98	98	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/sourceCountry  ?h  ?n  http://dbpedia.org/ontology/state  ?h   => ?a  equalTo  ?b	0.001733333	0.265306122	0.265306122	26	98	98	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/country  ?n  ?b  http://dbpedia.org/ontology/sourceCountry  ?h   => ?a  equalTo  ?b	0.001533333	0.156462585	0.156462585	23	147	147	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/mouthCountry  ?n  ?b  http://dbpedia.org/ontology/sourceCountry  ?h   => ?a  equalTo  ?b	0.001	0.357142857	0.357142857	15	42	42	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/family  ?h  ?m  http://dbpedia.org/ontology/relative  ?a   => ?a  equalTo  ?b	0.001266667	0.240506329	0.240506329	19	79	79	-1
?a  equalTo  ?n  ?b  http://dbpedia.org/ontology/child  ?h  ?h  http://dbpedia.org/ontology/parent  ?n   => ?a  equalTo  ?b	0.001	0.6	0.6	15	25	25	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/child  ?h  ?m  http://dbpedia.org/ontology/parent  ?a   => ?a  equalTo  ?b	0.0014	0.6	0.6	21	35	35	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/friend  ?h  ?a  http://dbpedia.org/ontology/relative  ?n   => ?a  equalTo  ?b	0.001	0.230769231	0.230769231	15	65	65	-1
?a  equalTo  ?n  ?n  http://dbpedia.org/ontology/adjacentSettlement  ?h  ?b  http://dbpedia.org/ontology/district  ?h   => ?a  equalTo  ?b	0.001	0.25862069	0.25862069	15	58	58	-1
?n  equalTo  ?h  ?b  http://dbpedia.org/ontology/district  ?h  ?a  http://dbpedia.org/ontology/neighboringMunicipality  ?n   => ?a  equalTo  ?b	0.001	0.25	0.25	15	60	60	-1
?m  equalTo  ?h  ?b  http://dbpedia.org/ontology/district  ?h  ?m  http://dbpedia.org/ontology/neighboringMunicipality  ?a   => ?a  equalTo  ?b	0.001	0.241935484	0.241935484	15	62	62	-1
?a  equalTo  ?n  ?h  http://dbpedia.org/ontology/child  ?n  ?b  http://dbpedia.org/ontology/parent  ?h   => ?a  equalTo  ?b	0.001	0.555555556	0.555555556	15	27	27	-1
?n  equalTo  ?h  ?a  http://dbpedia.org/ontology/almaMater  ?n  ?b  http://dbpedia.org/ontology/university  ?h   => ?a  equalTo  ?b	0.001	0.147058824	0.147058824	15	102	102	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/previousWork  ?n  ?n  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.341066667	0.953055142	0.953055142	5116	5368	5368	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/followedBy  ?b  ?h  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.0056	0.292682927	0.292682927	84	287	287	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/follows  ?b  ?h  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.0028	0.157894737	0.157894737	42	266	266	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/previousWork  ?b  ?h  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.341266667	0.950427033	0.950427033	5119	5386	5386	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/follows  ?b  ?h  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.0062	0.325174825	0.325174825	93	286	286	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/followedBy  ?b  ?h  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.002666667	0.15037594	0.15037594	40	266	266	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/movie  ?b  ?h  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.001066667	0.262295082	0.262295082	16	61	61	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/followedBy  ?b  ?h  http://dbpedia.org/ontology/follows  ?n   => ?a  equalTo  ?b	0.0232	0.953424658	0.953424658	348	365	365	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/follows  ?n  ?n  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.0062	0.305921053	0.305921053	93	304	304	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/follows  ?n  ?n  http://dbpedia.org/ontology/previousWork  ?b   => ?a  equalTo  ?b	0.0028	0.144329897	0.144329897	42	291	291	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/followedBy  ?n  ?n  http://dbpedia.org/ontology/follows  ?b   => ?a  equalTo  ?b	0.0232	0.958677686	0.958677686	348	363	363	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/followedBy  ?n  ?n  http://dbpedia.org/ontology/previousWork  ?b   => ?a  equalTo  ?b	0.0056	0.304347826	0.304347826	84	276	276	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/followedBy  ?n  ?n  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.002666667	0.15936255	0.15936255	40	251	251	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/influenced  ?b  ?h  http://dbpedia.org/ontology/influencedBy  ?n   => ?a  equalTo  ?b	0.002066667	0.098412698	0.098412698	31	315	315	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/biggestCity  ?b  ?h  http://dbpedia.org/ontology/country  ?n   => ?a  equalTo  ?b	0.0012	0.43902439	0.43902439	18	41	41	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/capital  ?b  ?h  http://dbpedia.org/ontology/country  ?n   => ?a  equalTo  ?b	0.001133333	0.425	0.425	17	40	40	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/director  ?n  ?n  http://dbpedia.org/ontology/movie  ?b   => ?a  equalTo  ?b	0.001066667	0.266666667	0.266666667	16	60	60	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/biggestCity  ?n  ?n  http://dbpedia.org/ontology/country  ?b   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/capital  ?n  ?n  http://dbpedia.org/ontology/country  ?b   => ?a  equalTo  ?b	0.001133333	0.944444444	0.944444444	17	18	18	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/influenced  ?n  ?n  http://dbpedia.org/ontology/influencedBy  ?b   => ?a  equalTo  ?b	0.002066667	0.113553114	0.113553114	31	273	273	-1
?a  equalTo  ?h  ?h  http://dbpedia.org/ontology/child  ?n  ?n  http://dbpedia.org/ontology/parent  ?b   => ?a  equalTo  ?b	0.001	0.625	0.625	15	24	24	-1
?a  equalTo  ?h  ?n  http://dbpedia.org/ontology/child  ?b  ?h  http://dbpedia.org/ontology/parent  ?n   => ?a  equalTo  ?b	0.001	0.555555556	0.555555556	15	27	27	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/follows  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?b   => ?a  equalTo  ?b	0.0064	0.332179931	0.332179931	96	289	289	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/followedBy  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?b   => ?a  equalTo  ?b	0.003466667	0.178694158	0.178694158	52	291	291	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/followedBy  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.006066667	0.290734824	0.290734824	91	313	313	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/follows  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.003066667	0.171641791	0.171641791	46	268	268	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/producer  ?b   => ?a  equalTo  ?b	0.040666667	0.201453104	0.201453104	610	3028	3028	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/producer  ?b  ?m  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.021266667	0.223702665	0.223702665	319	1426	1426	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/composer  ?h  ?m  http://dbpedia.org/ontology/producer  ?b   => ?a  equalTo  ?b	0.016733333	0.237464522	0.237464522	251	1057	1057	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/album  ?b  ?m  http://dbpedia.org/ontology/follows  ?h   => ?a  equalTo  ?b	0.0012	0.056074766	0.056074766	18	321	321	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.040666667	0.201453104	0.201453104	610	3028	3028	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.02	0.246507806	0.246507806	300	1217	1217	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/composer  ?h   => ?a  equalTo  ?b	0.016133333	0.260495156	0.260495156	242	929	929	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/composer  ?h  ?m  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.032133333	0.309569685	0.309569685	482	1557	1557	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.021266667	0.223702665	0.223702665	319	1426	1426	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.02	0.246507806	0.246507806	300	1217	1217	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/director  ?h  ?m  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.002066667	0.534482759	0.534482759	31	58	58	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/starring  ?h  ?m  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.001133333	0.425	0.425	17	40	40	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/composer  ?b  ?m  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.032133333	0.309569685	0.309569685	482	1557	1557	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/composer  ?b  ?m  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.016733333	0.237464522	0.237464522	251	1057	1057	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/composer  ?b   => ?a  equalTo  ?b	0.016133333	0.260495156	0.260495156	242	929	929	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/follows  ?b  ?m  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0064	0.332179931	0.332179931	96	289	289	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/follows  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.003066667	0.171641791	0.171641791	46	268	268	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/album  ?h  ?m  http://dbpedia.org/ontology/follows  ?b   => ?a  equalTo  ?b	0.0012	0.056074766	0.056074766	18	321	321	-1
?a  equalTo  ?h  ?m  http://dbpedia.org/ontology/followedBy  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?h   => ?a  equalTo  ?b	0.006066667	0.290734824	0.290734824	91	313	313	-1
